LBL-00001,AST-001,2024-05-03,2024-06-02,30,BEARING_WEAR,FALSE
LBL-00002,AST-001,2024-05-19,2024-06-02,14,BEARING_WEAR,FALSE
LBL-00003,AST-001,2024-05-26,2024-06-02,7,BEARING_WEAR,TRUE
LBL-00004,AST-001,2024-05-30,2024-06-02,3,BEARING_WEAR,TRUE
LBL-00005,AST-001,2024-06-01,2024-06-02,1,BEARING_WEAR,TRUE
LBL-00006,AST-001,2024-08-23,2024-09-22,30,BEARING_WEAR,FALSE
LBL-00007,AST-001,2024-09-08,2024-09-22,14,BEARING_WEAR,FALSE
LBL-00008,AST-001,2024-09-15,2024-09-22,7,BEARING_WEAR,TRUE
LBL-00009,AST-001,2024-09-19,2024-09-22,3,BEARING_WEAR,TRUE
LBL-00010,AST-001,2024-09-21,2024-09-22,1,BEARING_WEAR,TRUE
LBL-00011,AST-001,2024-11-20,2024-12-20,30,MOTOR_OVERLOAD,FALSE
LBL-00012,AST-001,2024-12-06,2024-12-20,14,MOTOR_OVERLOAD,FALSE
LBL-00013,AST-001,2024-12-13,2024-12-20,7,MOTOR_OVERLOAD,TRUE
LBL-00014,AST-001,2024-12-17,2024-12-20,3,MOTOR_OVERLOAD,TRUE
LBL-00015,AST-001,2024-12-19,2024-12-20,1,MOTOR_OVERLOAD,TRUE
LBL-00016,AST-002,2024-03-30,2024-04-29,30,BEARING_WEAR,FALSE
LBL-00017,AST-002,2024-04-15,2024-04-29,14,BEARING_WEAR,FALSE
LBL-00018,AST-002,2024-04-22,2024-04-29,7,BEARING_WEAR,TRUE
LBL-00019,AST-002,2024-04-26,2024-04-29,3,BEARING_WEAR,TRUE
LBL-00020,AST-002,2024-04-28,2024-04-29,1,BEARING_WEAR,TRUE
LBL-00021,AST-002,2024-06-11,2024-07-11,30,BRACKET_LOOSE,FALSE
LBL-00022,AST-002,2024-06-27,2024-07-11,14,BRACKET_LOOSE,FALSE
LBL-00023,AST-002,2024-07-04,2024-07-11,7,BRACKET_LOOSE,TRUE
LBL-00024,AST-002,2024-07-08,2024-07-11,3,BRACKET_LOOSE,TRUE
LBL-00025,AST-002,2024-07-10,2024-07-11,1,BRACKET_LOOSE,TRUE
LBL-00026,AST-002,2024-08-31,2024-09-30,30,MOTOR_OVERLOAD,FALSE
LBL-00027,AST-002,2024-09-16,2024-09-30,14,MOTOR_OVERLOAD,FALSE
LBL-00028,AST-002,2024-09-23,2024-09-30,7,MOTOR_OVERLOAD,TRUE
LBL-00029,AST-002,2024-09-27,2024-09-30,3,MOTOR_OVERLOAD,TRUE
LBL-00030,AST-002,2024-09-29,2024-09-30,1,MOTOR_OVERLOAD,TRUE
LBL-00031,AST-003,2024-03-08,2024-04-07,30,BRACKET_LOOSE,FALSE
LBL-00032,AST-003,2024-03-24,2024-04-07,14,BRACKET_LOOSE,FALSE
LBL-00033,AST-003,2024-03-31,2024-04-07,7,BRACKET_LOOSE,TRUE
LBL-00034,AST-003,2024-04-04,2024-04-07,3,BRACKET_LOOSE,TRUE
LBL-00035,AST-003,2024-04-06,2024-04-07,1,BRACKET_LOOSE,TRUE
LBL-00036,AST-003,2024-06-03,2024-07-03,30,ELECTRICAL_FAULT,FALSE
LBL-00037,AST-003,2024-06-19,2024-07-03,14,ELECTRICAL_FAULT,FALSE
LBL-00038,AST-003,2024-06-26,2024-07-03,7,ELECTRICAL_FAULT,TRUE
LBL-00039,AST-003,2024-06-30,2024-07-03,3,ELECTRICAL_FAULT,TRUE
LBL-00040,AST-003,2024-07-02,2024-07-03,1,ELECTRICAL_FAULT,TRUE
LBL-00041,AST-003,2024-09-09,2024-10-09,30,BEARING_WEAR,FALSE
LBL-00042,AST-003,2024-09-25,2024-10-09,14,BEARING_WEAR,FALSE
LBL-00043,AST-003,2024-10-02,2024-10-09,7,BEARING_WEAR,TRUE
LBL-00044,AST-003,2024-10-06,2024-10-09,3,BEARING_WEAR,TRUE
LBL-00045,AST-003,2024-10-08,2024-10-09,1,BEARING_WEAR,TRUE
LBL-00046,AST-003,2024-12-06,2025-01-05,30,BEARING_WEAR,FALSE
LBL-00047,AST-003,2024-12-22,2025-01-05,14,BEARING_WEAR,FALSE
LBL-00048,AST-003,2024-12-29,2025-01-05,7,BEARING_WEAR,TRUE
LBL-00049,AST-003,2025-01-02,2025-01-05,3,BEARING_WEAR,TRUE
LBL-00050,AST-003,2025-01-04,2025-01-05,1,BEARING_WEAR,TRUE
LBL-00051,AST-004,2024-04-09,2024-05-09,30,BEARING_WEAR,FALSE
LBL-00052,AST-004,2024-04-25,2024-05-09,14,BEARING_WEAR,FALSE
LBL-00053,AST-004,2024-05-02,2024-05-09,7,BEARING_WEAR,TRUE
LBL-00054,AST-004,2024-05-06,2024-05-09,3,BEARING_WEAR,TRUE
LBL-00055,AST-004,2024-05-08,2024-05-09,1,BEARING_WEAR,TRUE
LBL-00056,AST-004,2024-07-29,2024-08-28,30,BRACKET_LOOSE,FALSE
LBL-00057,AST-004,2024-08-14,2024-08-28,14,BRACKET_LOOSE,FALSE
LBL-00058,AST-004,2024-08-21,2024-08-28,7,BRACKET_LOOSE,TRUE
LBL-00059,AST-004,2024-08-25,2024-08-28,3,BRACKET_LOOSE,TRUE
LBL-00060,AST-004,2024-08-27,2024-08-28,1,BRACKET_LOOSE,TRUE
LBL-00061,AST-004,2024-10-17,2024-11-16,30,MOTOR_OVERLOAD,FALSE
LBL-00062,AST-004,2024-11-02,2024-11-16,14,MOTOR_OVERLOAD,FALSE
LBL-00063,AST-004,2024-11-09,2024-11-16,7,MOTOR_OVERLOAD,TRUE
LBL-00064,AST-004,2024-11-13,2024-11-16,3,MOTOR_OVERLOAD,TRUE
LBL-00065,AST-004,2024-11-15,2024-11-16,1,MOTOR_OVERLOAD,TRUE
LBL-00066,AST-005,2024-04-04,2024-05-04,30,ELECTRICAL_FAULT,FALSE
LBL-00067,AST-005,2024-04-20,2024-05-04,14,ELECTRICAL_FAULT,FALSE
LBL-00068,AST-005,2024-04-27,2024-05-04,7,ELECTRICAL_FAULT,TRUE
LBL-00069,AST-005,2024-05-01,2024-05-04,3,ELECTRICAL_FAULT,TRUE
LBL-00070,AST-005,2024-05-03,2024-05-04,1,ELECTRICAL_FAULT,TRUE
LBL-00071,AST-005,2024-08-06,2024-09-05,30,BEARING_WEAR,FALSE
LBL-00072,AST-005,2024-08-22,2024-09-05,14,BEARING_WEAR,FALSE
LBL-00073,AST-005,2024-08-29,2024-09-05,7,BEARING_WEAR,TRUE
LBL-00074,AST-005,2024-09-02,2024-09-05,3,BEARING_WEAR,TRUE
LBL-00075,AST-005,2024-09-04,2024-09-05,1,BEARING_WEAR,TRUE
LBL-00076,AST-005,2024-11-21,2024-12-21,30,BEARING_WEAR,FALSE
LBL-00077,AST-005,2024-12-07,2024-12-21,14,BEARING_WEAR,FALSE
LBL-00078,AST-005,2024-12-14,2024-12-21,7,BEARING_WEAR,TRUE
LBL-00079,AST-005,2024-12-18,2024-12-21,3,BEARING_WEAR,TRUE
LBL-00080,AST-005,2024-12-20,2024-12-21,1,BEARING_WEAR,TRUE
LBL-00081,AST-006,2024-04-14,2024-05-14,30,BEARING_WEAR,FALSE
LBL-00082,AST-006,2024-04-30,2024-05-14,14,BEARING_WEAR,FALSE
LBL-00083,AST-006,2024-05-07,2024-05-14,7,BEARING_WEAR,TRUE
LBL-00084,AST-006,2024-05-11,2024-05-14,3,BEARING_WEAR,TRUE
LBL-00085,AST-006,2024-05-13,2024-05-14,1,BEARING_WEAR,TRUE
LBL-00086,AST-006,2024-07-01,2024-07-31,30,BRACKET_LOOSE,FALSE
LBL-00087,AST-006,2024-07-17,2024-07-31,14,BRACKET_LOOSE,FALSE
LBL-00088,AST-006,2024-07-24,2024-07-31,7,BRACKET_LOOSE,TRUE
LBL-00089,AST-006,2024-07-28,2024-07-31,3,BRACKET_LOOSE,TRUE
LBL-00090,AST-006,2024-07-30,2024-07-31,1,BRACKET_LOOSE,TRUE
LBL-00091,AST-007,2024-03-25,2024-04-24,30,ELECTRICAL_FAULT,FALSE
LBL-00092,AST-007,2024-04-10,2024-04-24,14,ELECTRICAL_FAULT,FALSE
LBL-00093,AST-007,2024-04-17,2024-04-24,7,ELECTRICAL_FAULT,TRUE
LBL-00094,AST-007,2024-04-21,2024-04-24,3,ELECTRICAL_FAULT,TRUE
LBL-00095,AST-007,2024-04-23,2024-04-24,1,ELECTRICAL_FAULT,TRUE
LBL-00096,AST-007,2024-06-20,2024-07-20,30,MOTOR_OVERLOAD,FALSE
LBL-00097,AST-007,2024-07-06,2024-07-20,14,MOTOR_OVERLOAD,FALSE
LBL-00098,AST-007,2024-07-13,2024-07-20,7,MOTOR_OVERLOAD,TRUE
LBL-00099,AST-007,2024-07-17,2024-07-20,3,MOTOR_OVERLOAD,TRUE
LBL-00100,AST-007,2024-07-19,2024-07-20,1,MOTOR_OVERLOAD,TRUE
LBL-00101,AST-007,2024-09-30,2024-10-30,30,BEARING_WEAR,FALSE
LBL-00102,AST-007,2024-10-16,2024-10-30,14,BEARING_WEAR,FALSE
LBL-00103,AST-007,2024-10-23,2024-10-30,7,BEARING_WEAR,TRUE
LBL-00104,AST-007,2024-10-27,2024-10-30,3,BEARING_WEAR,TRUE
LBL-00105,AST-007,2024-10-29,2024-10-30,1,BEARING_WEAR,TRUE
LBL-00106,AST-008,2024-03-25,2024-04-24,30,MOTOR_OVERLOAD,FALSE
LBL-00107,AST-008,2024-04-10,2024-04-24,14,MOTOR_OVERLOAD,FALSE
LBL-00108,AST-008,2024-04-17,2024-04-24,7,MOTOR_OVERLOAD,TRUE
LBL-00109,AST-008,2024-04-21,2024-04-24,3,MOTOR_OVERLOAD,TRUE
LBL-00110,AST-008,2024-04-23,2024-04-24,1,MOTOR_OVERLOAD,TRUE
LBL-00111,AST-008,2024-05-18,2024-06-17,30,ELECTRICAL_FAULT,FALSE
LBL-00112,AST-008,2024-06-03,2024-06-17,14,ELECTRICAL_FAULT,FALSE
LBL-00113,AST-008,2024-06-10,2024-06-17,7,ELECTRICAL_FAULT,TRUE
LBL-00114,AST-008,2024-06-14,2024-06-17,3,ELECTRICAL_FAULT,TRUE
LBL-00115,AST-008,2024-06-16,2024-06-17,1,ELECTRICAL_FAULT,TRUE
LBL-00116,AST-008,2024-09-09,2024-10-09,30,BEARING_WEAR,FALSE
LBL-00117,AST-008,2024-09-25,2024-10-09,14,BEARING_WEAR,FALSE
LBL-00118,AST-008,2024-10-02,2024-10-09,7,BEARING_WEAR,TRUE
LBL-00119,AST-008,2024-10-06,2024-10-09,3,BEARING_WEAR,TRUE
LBL-00120,AST-008,2024-10-08,2024-10-09,1,BEARING_WEAR,TRUE
LBL-00121,AST-009,2024-04-05,2024-05-05,30,BEARING_WEAR,FALSE
LBL-00122,AST-009,2024-04-21,2024-05-05,14,BEARING_WEAR,FALSE
LBL-00123,AST-009,2024-04-28,2024-05-05,7,BEARING_WEAR,TRUE
LBL-00124,AST-009,2024-05-02,2024-05-05,3,BEARING_WEAR,TRUE
LBL-00125,AST-009,2024-05-04,2024-05-05,1,BEARING_WEAR,TRUE
LBL-00126,AST-009,2024-07-09,2024-08-08,30,BRACKET_LOOSE,FALSE
LBL-00127,AST-009,2024-07-25,2024-08-08,14,BRACKET_LOOSE,FALSE
LBL-00128,AST-009,2024-08-01,2024-08-08,7,BRACKET_LOOSE,TRUE
LBL-00129,AST-009,2024-08-05,2024-08-08,3,BRACKET_LOOSE,TRUE
LBL-00130,AST-009,2024-08-07,2024-08-08,1,BRACKET_LOOSE,TRUE
LBL-00131,AST-009,2024-09-22,2024-10-22,30,MOTOR_OVERLOAD,FALSE
LBL-00132,AST-009,2024-10-08,2024-10-22,14,MOTOR_OVERLOAD,FALSE
LBL-00133,AST-009,2024-10-15,2024-10-22,7,MOTOR_OVERLOAD,TRUE
LBL-00134,AST-009,2024-10-19,2024-10-22,3,MOTOR_OVERLOAD,TRUE
LBL-00135,AST-009,2024-10-21,2024-10-22,1,MOTOR_OVERLOAD,TRUE
LBL-00136,AST-010,2024-03-28,2024-04-27,30,BEARING_WEAR,FALSE
LBL-00137,AST-010,2024-04-13,2024-04-27,14,BEARING_WEAR,FALSE
LBL-00138,AST-010,2024-04-20,2024-04-27,7,BEARING_WEAR,TRUE
LBL-00139,AST-010,2024-04-24,2024-04-27,3,BEARING_WEAR,TRUE
LBL-00140,AST-010,2024-04-26,2024-04-27,1,BEARING_WEAR,TRUE
LBL-00141,AST-010,2024-07-05,2024-08-04,30,BEARING_WEAR,FALSE
LBL-00142,AST-010,2024-07-21,2024-08-04,14,BEARING_WEAR,FALSE
LBL-00143,AST-010,2024-07-28,2024-08-04,7,BEARING_WEAR,TRUE
LBL-00144,AST-010,2024-08-01,2024-08-04,3,BEARING_WEAR,TRUE
LBL-00145,AST-010,2024-08-03,2024-08-04,1,BEARING_WEAR,TRUE
LBL-00146,AST-010,2024-09-23,2024-10-23,30,MOTOR_OVERLOAD,FALSE
LBL-00147,AST-010,2024-10-09,2024-10-23,14,MOTOR_OVERLOAD,FALSE
LBL-00148,AST-010,2024-10-16,2024-10-23,7,MOTOR_OVERLOAD,TRUE
LBL-00149,AST-010,2024-10-20,2024-10-23,3,MOTOR_OVERLOAD,TRUE
LBL-00150,AST-010,2024-10-22,2024-10-23,1,MOTOR_OVERLOAD,TRUE
LBL-00151,AST-010,2024-12-10,2025-01-09,30,MOTOR_OVERLOAD,FALSE
LBL-00152,AST-010,2024-12-26,2025-01-09,14,MOTOR_OVERLOAD,FALSE
LBL-00153,AST-010,2025-01-02,2025-01-09,7,MOTOR_OVERLOAD,TRUE
LBL-00154,AST-010,2025-01-06,2025-01-09,3,MOTOR_OVERLOAD,TRUE
LBL-00155,AST-010,2025-01-08,2025-01-09,1,MOTOR_OVERLOAD,TRUE
LBL-00156,AST-011,2024-04-01,2024-05-01,30,BRACKET_LOOSE,FALSE
LBL-00157,AST-011,2024-04-17,2024-05-01,14,BRACKET_LOOSE,FALSE
LBL-00158,AST-011,2024-04-24,2024-05-01,7,BRACKET_LOOSE,TRUE
LBL-00159,AST-011,2024-04-28,2024-05-01,3,BRACKET_LOOSE,TRUE
LBL-00160,AST-011,2024-04-30,2024-05-01,1,BRACKET_LOOSE,TRUE
LBL-00161,AST-011,2024-07-03,2024-08-02,30,MOTOR_OVERLOAD,FALSE
LBL-00162,AST-011,2024-07-19,2024-08-02,14,MOTOR_OVERLOAD,FALSE
LBL-00163,AST-011,2024-07-26,2024-08-02,7,MOTOR_OVERLOAD,TRUE
LBL-00164,AST-011,2024-07-30,2024-08-02,3,MOTOR_OVERLOAD,TRUE
LBL-00165,AST-011,2024-08-01,2024-08-02,1,MOTOR_OVERLOAD,TRUE
LBL-00166,AST-012,2024-02-27,2024-03-28,30,MOTOR_OVERLOAD,FALSE
LBL-00167,AST-012,2024-03-14,2024-03-28,14,MOTOR_OVERLOAD,FALSE
LBL-00168,AST-012,2024-03-21,2024-03-28,7,MOTOR_OVERLOAD,TRUE
LBL-00169,AST-012,2024-03-25,2024-03-28,3,MOTOR_OVERLOAD,TRUE
LBL-00170,AST-012,2024-03-27,2024-03-28,1,MOTOR_OVERLOAD,TRUE
LBL-00171,AST-012,2024-05-26,2024-06-25,30,BRACKET_LOOSE,FALSE
LBL-00172,AST-012,2024-06-11,2024-06-25,14,BRACKET_LOOSE,FALSE
LBL-00173,AST-012,2024-06-18,2024-06-25,7,BRACKET_LOOSE,TRUE
LBL-00174,AST-012,2024-06-22,2024-06-25,3,BRACKET_LOOSE,TRUE
LBL-00175,AST-012,2024-06-24,2024-06-25,1,BRACKET_LOOSE,TRUE
LBL-00176,AST-013,2024-04-12,2024-05-12,30,MOTOR_OVERLOAD,FALSE
LBL-00177,AST-013,2024-04-28,2024-05-12,14,MOTOR_OVERLOAD,FALSE
LBL-00178,AST-013,2024-05-05,2024-05-12,7,MOTOR_OVERLOAD,TRUE
LBL-00179,AST-013,2024-05-09,2024-05-12,3,MOTOR_OVERLOAD,TRUE
LBL-00180,AST-013,2024-05-11,2024-05-12,1,MOTOR_OVERLOAD,TRUE
LBL-00181,AST-013,2024-06-28,2024-07-28,30,ELECTRICAL_FAULT,FALSE
LBL-00182,AST-013,2024-07-14,2024-07-28,14,ELECTRICAL_FAULT,FALSE
LBL-00183,AST-013,2024-07-21,2024-07-28,7,ELECTRICAL_FAULT,TRUE
LBL-00184,AST-013,2024-07-25,2024-07-28,3,ELECTRICAL_FAULT,TRUE
